# submitted_item	validated_id	current_symbol
P36958	FBgn0004855	RpII15
P04052	FBgn0003277	RpII215
O97183	FBgn0026373	RpII33
P25167	FBgn0004463	RpIII128
O46342	FBgn0022981	rpk
Q9VTP4	FBgn0036213	RpL10Ab
P46222	FBgn0013325	RpL11
Q9W1B9	FBgn0034968	RpL12
P41126	FBgn0011272	RpL13
Q9VNE9	FBgn0037351	RpL13A
P55841	FBgn0017579	RpL14
O17445	FBgn0028697	RpL15
Q9W3W8	FBgn0029897	RpL17
Q9VS34	FBgn0035753	RpL18
P41093	FBgn0010409	RpL18A
P36241	FBgn0285950	RpL19
Q9V9M7	FBgn0032987	RpL21
P50887	FBgn0015288	RpL22
P48159	FBgn0010078	RpL23
O97118	FBgn0026372	RpL23A
Q9VJY6	FBgn0032518	RpL24
Q9VVU2	FBgn0036825	RpL26
Q9VBN5	FBgn0039359	RpL27
P41092	FBgn0285948	RpL27A
Q9VZS5	FBgn0035422	RpL28
Q24154	FBgn0016726	RpL29
O16797-1	unknown ID	-
Q8MT23	FBgn0086710	RpL30
Q9V597	FBgn0285949	RpL31
B7Z0S1	unknown ID	-
P04359	FBgn0002626	RpL32
Q9VHE5	FBgn0037686	RpL34b
Q8MT59	FBgn0029785	RpL35
Q9VNB9	FBgn0037328	RpL35A
P49630	FBgn0002579	RpL36
Q9VLT7	FBgn0031980	RpL36A
Q9VMU4	FBgn0261608	RpL37A
Q9VXX8	FBgn0030616	RpL37a
Q9W5N2	FBgn0040007	RpL38
P09180	FBgn0003279	RpL4
P18101	FBgn0003941	RpL40
Q9W5R8	FBgn0064225	RpL5
Q9V9W2	FBgn0039857	RpL6
P32100	FBgn0005593	RpL7
P46223	FBgn0014026	RpL7A
Q9V3G1	FBgn0261602	RpL8
P50882	FBgn0015756	RpL9
P19889	FBgn0000100	RpLP0
P08570	FBgn0002593	RpLP1
P05389	FBgn0003274	RpLP2
Q9VW54	FBgn0028695	Rpn1
Q9V3H2	FBgn0028694	Rpn11
Q9V436	FBgn0028693	Rpn12
Q9V3P6-1	unknown ID	-
Q9V3Z4	FBgn0028690	Rpn5
A1Z9U3	unknown ID	-
Q9V3G7	FBgn0028688	Rpn7
Q7KMP8	FBgn0028691	Rpn9
Q9VPM0	FBgn0283652	Rpp30
Q9VB14	FBgn0027494	RpS10a
Q9VWG3	FBgn0285947	RpS10b
Q0E9B6	FBgn0033699	RpS11
P80455	FBgn0286213	RpS12
Q03334	FBgn0010265	RpS13
P14130	unknown ID	-
A1ZAH8	FBgn0034138	RpS15
P48149	FBgn0010198	RpS15Aa
Q7KR04	FBgn0033555	RpS15Ab
Q9W237	FBgn0034743	RpS16
P17704	FBgn0005533	RpS17
P41094	FBgn0010411	RpS18
B7Z0Y8	unknown ID	-
P39018	FBgn0010412	RpS19a
P55828	FBgn0019936	RpS20
Q8T3U2	FBgn0033912	RpS23
Q9W229	FBgn0261596	RpS24
P48588	FBgn0086472	RpS25
P13008	FBgn0261597	RpS26
Q9VBU9	FBgn0039300	RpS27
Q9W334	FBgn0030136	RpS28b
Q9VH69	FBgn0261599	RpS29
Q06559	FBgn0002622	RpS3
Q7JYY0	FBgn0038834	RpS30
P55830	FBgn0017545	RpS3A
P41042	FBgn0011284	RpS4
Q24186	FBgn0002590	RpS5a
Q9VFE4	FBgn0038277	RpS5b
P29327-1	unknown ID	-
Q9VA91	FBgn0039757	RpS7
Q8MLY8	FBgn0039713	RpS8
P55935	FBgn0010408	RpS9
Q7KMQ0	FBgn0028687	Rpt1
Q9V405	FBgn0028686	Rpt3
Q8SZ19	FBgn0028685	Rpt4
B7YZZ9	FBgn0004584	Rrp1
P27864	FBgn0004584	Rrp1
Q8MSZ7	FBgn0034879	Rrp4
Q29QQ9	FBgn0034065	Rrp42
Q8T4A9	FBgn0030789	Rrp45
Q95TW1	FBgn0037815	Rrp46
Q9VFF3	FBgn0038269	Rrp6
Q7JQN4	FBgn0021995	Rs1
Q24491	FBgn0011305	Rsf1
P56175	FBgn0020909	Rtc1
Q9W261	FBgn0034722	Rtf1
Q7KTP4	FBgn0053113	Rtnl1
Q8T045	FBgn0086253	rumi
Q8MSI9	FBgn0267790	rump
Q7JZ56	FBgn0033656	S2P
P91656	FBgn0283472	S6k
Q24496	FBgn0262866	S6kII
O18415	FBgn0020616	SA
Q9W0I6	FBgn0283500	Sac1
P91931	FBgn0019932	SamDC
Q9NHD5	FBgn0024188	san
Q960T2-1	unknown ID	-
Q86PA4	FBgn0000416	Sap-r
Q95SY7	FBgn0038947	Sar1
Q7K9H6	FBgn0026369	Sara
Q9I7W5	FBgn0029755	Sas10
Q9VAC8	FBgn0039731	Sas-6
Q9VCR6	FBgn0053193	sav
O96610	FBgn0025802	Sbf
Q9U1H9	FBgn0003321	sbr
Q95R45	FBgn0035471	Sc2
Q7KTD2	FBgn0265298	SC35
Q59E33	FBgn0261872	scaf6
Q9VKM2	FBgn0041781	SCAR
O44386-1	unknown ID	-
Q6NQZ5	FBgn0013732	sced
O96051	FBgn0025682	scf
O16157	FBgn0020908	Scp1
Q8MRS1	FBgn0037889	scpr-A
Q24506	FBgn0015808	ScpX
Q8IQD7	FBgn0052056	scramb1
Q8SZE1	FBgn0035390	scramb2
Q7KRY7-7	unknown ID	-
Q94522	FBgn0004888	Scsalpha1
Q94523	FBgn0261439	SdhA
O18404	FBgn0021765	scu
P21914	FBgn0014028	SdhB
O97394-2	unknown ID	-
Q9U3W5	FBgn0028992	sds22
Q9XTM1	FBgn0266673	Sec10
Q7KLW8	unknown ID	-
Q9VDE6	FBgn0266674	Sec15
Q8IGT0	FBgn0262125	Sec23
A1Z813	FBgn0033460	Sec24AB
Q9VVG4	FBgn0266669	Sec3
A1Z7J6	FBgn0033339	Sec31
Q9VQQ9	FBgn0266670	Sec5
Q9V8K2	FBgn0266671	Sec6
Q8STG9	FBgn0086357	Sec61alpha
Q7JZN0	FBgn0010638	Sec61beta
Q9V668	FBgn0033691	CG8860
Q9VS57	FBgn0035771	Sec63
Q8IP64	unknown ID	-
Q9VNH6	FBgn0266672	Sec8
O18373	FBgn0261270	Sps1
Q8INK9-1	unknown ID	-
Q24323-1	unknown ID	-
Q26365-1	unknown ID	-
P53997	FBgn0014879	Set
Q8SXI7	unknown ID	-
Q9V3W7	FBgn0283477	SF2
B7YZV6	FBgn0032475	Sfmbt
P18431-3	unknown ID	-
O02373	FBgn0261445	sgl
Q9VJD4	FBgn0032640	Sgt
Q9NFP5	FBgn0035772	Sh3beta
Q9NCC3	FBgn0040475	SH3PX1
Q9VWG0	FBgn0031039	Shawn
Q24080	FBgn0015296	Shc
Q7KU60	unknown ID	-
Q24298	FBgn0003391	shg
A4V4I8	FBgn0003392	shi
P27619-1	unknown ID	-
B7YZG5	FBgn0013733	shot
Q8T0Q4	FBgn0086656	shrb
Q960S7	FBgn0004391	shtd
Q9W1I9	FBgn0003401	shu
P05709-1	unknown ID	-
Q0E8G1	FBgn0010762	simj
Q5BI58	FBgn0028402	Sin
A1Z927	FBgn0022764	Sin3A
Q7K5M6	FBgn0010620	CG10939
Q8MLQ0	FBgn0061198	HSPC300
Q9Y103	FBgn0024191	sip1
A1Z8W1	FBgn0061197	salto
Q7KTL4	FBgn0031878	sip2
O96505	unknown ID	-
Q5U112	FBgn0026179	siz
Q9VZW0	FBgn0052484	Sk2
A8JNW4	FBgn0003415	skd
Q8SYC8	FBgn0032487	Ski6
O77430	FBgn0025637	SkpA
Q24284	FBgn0003416	sl
Q9VAN6	FBgn0041186	Slbp
Q9VBI1	FBgn0039403	Sld5
Q8INM3	FBgn0037810	sle
A4V4U5	FBgn0003423	slgA
Q04499-1	unknown ID	-
Q04499-2	unknown ID	-
Q24179-1	unknown ID	-
Q9VNP7	FBgn0037203	slif
B7YZQ1	FBgn0035001	Slik
O44382	FBgn0283468	slmb
Q9I7U4-5	unknown ID	-
Q9VAQ7	FBgn0039626	Slu7
A1ZBN1	unknown ID	-
Q05856	FBgn0262601	SmB
Q9N6I4	FBgn0040283	SMC1
Q7KK96	FBgn0027783	SMC2
Q7KTV9	FBgn0052438	SMC5
O44437	FBgn0023167	SmD3
Q9VXE0	FBgn0261791	SNRPG
Q70PP2-1	unknown ID	-
Q8T080	FBgn0019890	Smg5
Q86BS8	FBgn0039260	Smg6
Q9V3D5	FBgn0016930	Dyrk2
P91638	FBgn0016983	smid
Q9VV74	FBgn0036641	Smn
Q9VS60-1	unknown ID	-
O97102	FBgn0264922	smt3
Q24524	FBgn0003447	sn
Q9XZ21	FBgn0086129	snama
Q23983	FBgn0250791	alphaSnap
Q9VH76	FBgn0266720	Snap24
Q9VQF9	FBgn0031455	Snapin
P43332	FBgn0003449	snf
O18645	FBgn0023169	AMPKalpha
A1A703	FBgn0264357	SNF4Agamma
O96613	FBgn0264357	SNF4Agamma
Q9W3H4	FBgn0030026	sni
A8JUV0-1	unknown ID	-
Q24090	FBgn0011715	Snr1
Q9VI10	FBgn0261789	SmD2
Q9VU02	FBgn0261933	SmD1
P17133	FBgn0016978	snRNP-U1-70K
Q9VE17	FBgn0261792	snRNP-U1-C
Q9VLQ9	FBgn0032005	Snx6
P61851	FBgn0003462	Sod1
Q00637	FBgn0010213	Sod2
O96299	FBgn0022359	Sodh-2
P31009	FBgn0004867	RpS2
O97182	FBgn0001961	Arpc1
Q0KI00	FBgn0263236	SP1029
Q7KIS4	FBgn0034371	Ntan1
Q86PC1	FBgn0015544	spag
Q8I0P1	FBgn0039141	spas
Q9VAL0	FBgn0040623	Spase12
O97066	FBgn0262801	twr
Q9VCA9	FBgn0039172	Spase22-23
Q9VYY2	FBgn0030306	Spase25
Q9VPB2	FBgn0037025	Spc105R
Q9V3V7	FBgn0087021	Spc25
Q9VV79	FBgn0027500	spd-2
Q86P04	FBgn0037723	SpdS
P43248-2	unknown ID	-
Q8SX83-1	unknown ID	-
Q9GQQ0-1	unknown ID	-
Q9GQQ0-2	unknown ID	-
Q9VQS4	FBgn0031549	Spindly
Q9V7Y2	FBgn0010591	Sply
Q9V3N1	FBgn0028990	Spn27A
Q7K8Y3	FBgn0265137	Spn42Da
A1Z6V5	FBgn0024293	Spn43Ab
Q9U1I4	unknown ID	-
Q7JV69	FBgn0028983	Spn55B
Q9VF26	FBgn0003483	spn-E
Q9V9Y9	FBgn0086362	spn-F
Q9VRM7	FBgn0003486	spo
Q7KTU2	FBgn0052451	SPoCk
Q9VPQ7	FBgn0031260	Spp
Q9VKY8-1	unknown ID	-
Q9V460-1	unknown ID	-
Q9W420	FBgn0028982	Spt6
Q6NR46	FBgn0086532	Spt-I
O76752	FBgn0014032	Sptr
Q24534	FBgn0015818	Spx
Q08473-1	unknown ID	-
Q08473-2	unknown ID	-
P40423	FBgn0003514	sqh
Q7KT57	FBgn0267347	squ
Q9XZL8	FBgn0086370	sra
Q9VF87	FBgn0038320	Sra-1
Q9U1H8	FBgn0029121	Sras
Q9V9J3	FBgn0264959	Src42A
P00528	FBgn0262733	Src64B
Q6AWQ1	FBgn0036340	Srrm1
Q8IGQ4	FBgn0038808	Srp14
P49963	FBgn0015298	Srp19
O61646	FBgn0024285	Srp54
Q8T3P8	FBgn0010747	Srp54k
Q9VSS2	FBgn0035947	Srp68
Q5BHY9	FBgn0038810	Srp72
Q9VSC1	FBgn0035827	Srp9
A1ZA05	FBgn0286813	SRPK
Q9VSN9	FBgn0011509	SrpRbeta
P07665	FBgn0003511	Sry-beta
Q9VLR5	FBgn0015299	Ssb-c31a
Q8MZ49	FBgn0011481	Ssdp
Q9VRN6	FBgn0035627	Sse
Q6NN85-2	unknown ID	-
Q9VNP8	FBgn0037202	Ssl1
Q9VAQ9	FBgn0041780	Ssl2
Q8SXL0	FBgn0260986	mei-38
Q5BI28	unknown ID	-
Q9VJ35	FBgn0032723	ssp3
B7YZJ1	FBgn0263197	Patronin
Q9VUZ0	FBgn0011016	SsRbeta
Q05344	FBgn0010278	Ssrp
P38979-1	unknown ID	-
Q8IPK0	FBgn0266521	stai
Q9XTL2	FBgn0027363	Stam
Q24151-1	unknown ID	-
P25159-1	unknown ID	-
P40798-1	unknown ID	-
Q8IGP6	FBgn0020249	stck
P83094	FBgn0045073	Stim
Q7K4B3	FBgn0033540	Elp2
Q8MME1	unknown ID	-
P83098-1	unknown ID	-
Q8IGJ0-2	unknown ID	-
Q24156	FBgn0003459	stwl
P25991-1	unknown ID	-
P25991-4	unknown ID	-
Q27279	FBgn0005355	Su(fu)
P08970	FBgn0003567	su(Hw)
O77287	FBgn0004465	Su(P)
P22293	FBgn0003575	su(sable)
A4V0F1	unknown ID	-
P05205	FBgn0003607	Su(var)205
A1Z7P5	FBgn0003612	Su(var)2-10
Q9VW97	FBgn0260397	Su(var)3-3
P45975-1	unknown ID	-
Q24208-1	unknown ID	-
Q9NJG9-1	unknown ID	-
Q9V877	FBgn0003545	sub
Q8IQ64	unknown ID	-
B7Z0G4	FBgn0036191	Sugb
Q8IR24	unknown ID	-
Q9U4F3	FBgn0029117	Surf1
O18405	FBgn0019925	Surf4
Q9VDS6	FBgn0038746	Surf6
Q7KK97	FBgn0028563	sut1
P42787-5	unknown ID	-
Q24246-11	unknown ID	-
P40688	FBgn0003655	swa
Q9VIV2	FBgn0002044	swm
Q9U969-1	unknown ID	-
P19339-4	unknown ID	-
B7YZD5	unknown ID	-
P18489-1	unknown ID	-
Q9GQF1-1	unknown ID	-
Q9V5Q4	FBgn0033556	CG12343
Q9VDI1	FBgn0053094	Synd
Q8SZR6	FBgn0051223	CG31223
Q5U0V7	FBgn0034691	Synj
Q9VU45	FBgn0036341	Syx13
Q86P91	FBgn0031106	Syx16
Q9VC58	FBgn0039212	Syx18
Q24547	FBgn0013343	Syx1A
Q24509	FBgn0011708	Syx5
Q7K0X9	FBgn0267849	Syx7
Q9VV76	FBgn0036643	Syx8
Q86BW1	unknown ID	-
Q4TZQ4	FBgn0086358	Tab2
P51123-1	unknown ID	-
P49905-1	unknown ID	-
Q24325	FBgn0011836	Taf2
B7Z060	FBgn0010280	Taf4
P49846	FBgn0010356	Taf5
P49847	FBgn0010417	Taf6
Q9VHY5	FBgn0024909	Taf7
Q9VWY6	FBgn0022724	Taf8
Q9V6G5-1	unknown ID	-
Q9W1G0	FBgn0023477	Taldo
Q27607	FBgn0004406	tam
Q8SY42	unknown ID	-
Q7K187	FBgn0030330	Tango10
Q961C9	FBgn0050404	Tango11
Q9VYB7-1	unknown ID	-
Q9VYA8	FBgn0030503	Tango2
Q9VYQ9	FBgn0030365	Tango4
Q7KVQ7	FBgn0052675	Tango5
Q95RK7	FBgn0032728	Tango6
Q7JVI3	FBgn0033902	eIF3m
Q9VGF5	FBgn0260744	Tango9
Q0KHQ5	FBgn0031030	Tao
Q9VJZ5	FBgn0051852	Tap42
Q7KLX3	FBgn0021795	Tapdelta
P20227	FBgn0003687	Tbp
Q9V3V6	FBgn0028684	Rpt5
O97468	FBgn0025790	TBPH
A4V391	FBgn0003676	CCT1
P12613	FBgn0003676	CCT1
Q9VHL2	FBgn0037632	CCT7
Q9VXQ5	FBgn0027329	CCT6
Q9VGS2	FBgn0037874	Tctp
Q5EAK6	FBgn0045035	tefu
Q8IPH4	FBgn0041182	Tep2
Q9NFV5	FBgn0041180	Tep4
Q7KN62-1	unknown ID	-
Q8MSF3	FBgn0037569	tex
Q86BR8	FBgn0038805	TFAM
Q960E8	FBgn0033929	Tfb1
Q95TQ5	FBgn0261109	mrn
Q8SZ89	FBgn0031309	Tfb4
P52654-1	unknown ID	-
P29052	FBgn0004915	TfIIB
O96880	FBgn0015828	TfIIEalpha
O96881	FBgn0015829	TfIIEbeta
Q05913	FBgn0010282	TfIIFalpha
P41900	FBgn0010421	TfIIFbeta
P20232	FBgn0010422	TfIIS
O15945	FBgn0264075	tgo
Q9VPY8	FBgn0031321	Tgt
Q24134	FBgn0010416	TH1
O77466	FBgn0025352	Mtpbeta
Q960L4	FBgn0031390	tho2
Q9W1F4	FBgn0034939	thoc5
Q9VTV1	FBgn0036263	thoc6
Q8IRJ8-1	unknown ID	-
P42286	FBgn0003701	thr
Q9V9M6	FBgn0032988	Tif-IA
B7YZS2	unknown ID	-
Q0E8V7	FBgn0083968	CG34132
Q9Y1A3	FBgn0027359	Tim8
Q9VYD7	FBgn0030480	Tim9a
Q9Y0V3	FBgn0027358	Tim9b
Q8INH7	FBgn0038118	timeout
Q9W0Y1	FBgn0035083	Tina-1
P10735	FBgn0003714	tko
Q24326	FBgn0003716	tkv
B7Z126	FBgn0283657	Tlk
P06754-2	unknown ID	-
P06754-3	unknown ID	-
P06754-5	unknown ID	-
A4V2Y6	unknown ID	-
P09491-1	unknown ID	-
A8JRH3	FBgn0082582	tmod
Q9U4F4	unknown ID	-
O46112	FBgn0015600	toc
Q2XXW0	unknown ID	-
Q95RF6	FBgn0036928	Tom20
Q960B1	FBgn0010812	unc-45
Q9U4L6	FBgn0016041	Tom40
Q8MT29	FBgn0032397	Tom70
Q86NY8	FBgn0030412	Tomosyn
Q494M1	FBgn0004924	Top1
P15348	FBgn0284220	Top2
Q9NG98	FBgn0040268	Top3alpha
O96651	FBgn0026015	Top3beta
Q8T9I6	FBgn0021796	Tor
O77277	FBgn0025615	Torsin
Q8IN44	FBgn0028396	TotA
Q8IN43	FBgn0044812	TotC
A8DYA3	FBgn0033636	tou
P29613-1	unknown ID	-
P47948	FBgn0010423	TpnC47D
P47949	FBgn0010424	TpnC73F
Q9V6K1-1	unknown ID	-
Q8IGL2	FBgn0032586	Tpr2
Q9Y119	FBgn0027560	Tps1
Q9VTZ0	FBgn0041775	tral
Q9U1L3	FBgn0040340	TRAM
A1Z6L9	FBgn0026761	Trap1
Q8INE1	unknown ID	-
Q9NBK5-1	unknown ID	-
Q9W2M2-1	unknown ID	-
Q07DP5	FBgn0261793	Trf2
Q9W0K2	FBgn0035187	Trh
O02195	FBgn0015834	eIF3i
A4V1Y6	FBgn0013263	Trl
O76331	FBgn0024921	Tnpo
Q9VQG0	FBgn0031456	Tnpo-SR
A8JUV8	unknown ID	-
Q24559	FBgn0011584	Trp1
Q6TMH4	FBgn0033528	trsn
Q9VG62	FBgn0038055	trus
Q9V429-2	unknown ID	-
P91938-1	unknown ID	-
P91938-2	unknown ID	-
P91938-4	unknown ID	-
Q9VNT5	FBgn0037170	Trxr-2
O76511	FBgn0024920	Ts
O97355	FBgn0022355	Tsf1
Q9VTZ5	FBgn0036299	Tsf2
Q8T0I9	FBgn0031850	Tsp
Q7K1I4	FBgn0029508	Tsp42Ea
Q7KJ73	FBgn0029506	Tsp42Ee
Q7K010	FBgn0033127	Tsp42Ef
Q9V3E5	FBgn0035936	Tsp66E
Q7JZI2	FBgn0036769	Tsp74F
Q9VB99	FBgn0039465	Tsp97E
P45594	FBgn0011726	tsr
Q9BI21	FBgn0039117	tst
Q9V535	FBgn0033378	tsu
P17789-1	unknown ID	-
Q9W4V8	FBgn0250874	ttm50
P25823	FBgn0003891	tud
Q8T0F1	unknown ID	-
A1Z9I5	FBgn0086356	tum
Q03019	FBgn0002673	twe
Q9VFM9	FBgn0038206	twf
Q7K112	FBgn0011725	twin
P36872-1	unknown ID	-
Q7KND8	FBgn0026326	Mad1
Q7KMR7	FBgn0035631	Txl
Q9VLL0-1	unknown ID	-
Q9V4Q8	FBgn0033210	U2A
Q94535	FBgn0017457	U2af38
Q24562	FBgn0005411	U2af50
O46111	FBgn0023143	Uba1
Q7KJV6	FBgn0029113	Uba2
Q7K738	FBgn0026316	Ubc10
P52485	FBgn0015320	Ubc2
P52486	FBgn0015321	Ubc4
P25153	FBgn0004436	Ubc6
Q2XYF2	FBgn0029996	UbcE2H
Q8IGR0	unknown ID	-
Q9V998	FBgn0022224	ubl
Q24574	FBgn0016756	Usp47
Q9VWD9	FBgn0031057	Ubqn
Q9VX91	FBgn0030809	Ubr1
P35122	FBgn0010288	Uch
Q9VX14	FBgn0030872	Ucp4A
Q8IGH9	FBgn0035601	Uev1A
Q9VTF9	FBgn0036136	Ufd1-like
Q9VUR0	FBgn0036512	CG16979
Q09332	FBgn0014075	Uggt
Q9W228	FBgn0040091	Ugt317A1
Q9VGT3	FBgn0040259	Ugt302C1
Q9V3W0	FBgn0086691	UK114
Q7KMN4	FBgn0027603	Ulp1
Q9VH91	FBgn0051352	Unc-115a
O61540	FBgn0283478	und
Q86B79	FBgn0004395	unk
B7Z0E2	FBgn0263352	Unr
P19351-1	unknown ID	-
P19351-3	unknown ID	-
B7YZR9	unknown ID	-
Q9V595	FBgn0033428	Urod
Q9VYS3	FBgn0030354	Upf1
Q7YU82	FBgn0029992	Upf2
Q8IRK2	unknown ID	-
Q8T044	unknown ID	-
Q9VSU7-1	unknown ID	-
Q9W1I8	FBgn0034913	Snap29
P20153	FBgn0003964	usp
Q7YTX7	unknown ID	-
Q9VYQ8	FBgn0030366	Usp7
Q8IR23	FBgn0003969	vap
Q7KVX4	unknown ID	-
P09052	FBgn0283442	vas
A8JUQ9	FBgn0040068	Vav
Q8IMT8	FBgn0039269	veli
Q86M57	FBgn0028671	Vha100-1
Q9VE75	FBgn0028670	Vha100-2
A1ZBF7	FBgn0028669	Vha100-3
Q9XZH6	FBgn0283536	Vha13
Q24583	FBgn0262512	Vha14-1
P23380	FBgn0262736	Vha16-1
Q8IQG3	FBgn0028667	Vha16-3
P54611	FBgn0283535	Vha26
Q9V7D2	FBgn0022097	Vha36-1
Q9V7N5-2	unknown ID	-
P31409	FBgn0005671	Vha55
P48602	FBgn0265262	Vha68-1
A4V0N4	FBgn0263598	Vha68-2
Q27331	FBgn0263598	Vha68-2
Q9W4P5	FBgn0285910	VhaAC39-1
Q9VZG7	FBgn0028664	VhaM9.7-c
Q8SZ31	FBgn0028663	VhaM9.7-b
Q9V3J1-1	unknown ID	-
Q9V3J1-2	unknown ID	-
Q8MR62	FBgn0036237	viaf
Q8T3L2	FBgn0267975	vib
Q9V426	FBgn0024183	vig
Q9VTY6	FBgn0264848	vih
A1Z6S6	FBgn0022960	vimar
O46037	FBgn0004397	Vinc
Q9W1R5	FBgn0003977	vir
O18407	FBgn0016075	vkg
A1Z6H3	unknown ID	-
Q9VIP8	FBgn0003978	vls
Q9VHG1	FBgn0285911	Vps16A
Q9VAG4	FBgn0039702	Vps16B
Q7JXV9	FBgn0022027	Vps25
Q9V359	FBgn0021814	Vps28
A8DYL3	FBgn0243516	Vrp1
Q8I0D8	FBgn0045823	vsg
Q7KLW5	FBgn0010516	wal
Q9W517-1	unknown ID	-
Q7JW27	FBgn0033692	wash
O61347	unknown ID	-
Q8IP51	FBgn0261563	wb
O44342	FBgn0004003	wbl
Q9VB23	FBgn0027492	wdb
Q8IGN2	unknown ID	-
Q9V3J8	FBgn0040066	wds
P54350	FBgn0011737	Wee1
Q8IMZ9	FBgn0039003	wfs1
P82804	FBgn0034918	Pym
Q95ST2	FBgn0036141	wls
Q9W1N4	FBgn0034876	wmd
A8JRE3	FBgn0010328	woc
P83097	FBgn0046685	Wsck
Q9V576-1	unknown ID	-
P36188-3	unknown ID	-
Q9VX95	FBgn0030805	wus
Q9VLU5	FBgn0031972	Wwox
Q9V3V0	FBgn0028554	x16
Q9U3V9	FBgn0286809	xmas
Q9GQN5	FBgn0039338	XNP
P28518	FBgn0004832	Xpac
Q6TY68	FBgn0261850	Xpd
Q86NV9	unknown ID	-
P25992	FBgn0005596	yem
P91679-1	unknown ID	-
Q9NIU5	FBgn0040064	yip2
Q9XZF0	FBgn0026749	Yippee
Q0E8X1	unknown ID	-
P98163-1	unknown ID	-
P98163-2	unknown ID	-
P02843	FBgn0004045	Yp1
P02844	FBgn0005391	Yp2
P06607	FBgn0004047	Yp3
O46173	FBgn0022959	yps
A0T1Z4	FBgn0004049	yrt
Q8IH35	unknown ID	-
Q8I7W6	FBgn0021895	ytr
Q7KVW1	FBgn0263987	spoon
A1ZA48	unknown ID	-
Q8IQP1	FBgn0040512	zetaCOP
Q8MZ50	FBgn0021875	Zfrp8
Q59E59	FBgn0265434	zip
Q99323-3	unknown ID	-
Q86BI3	FBgn0263603	Zn72D
Q8IP48	FBgn0028516	ZnT35C
Q7K3K5	FBgn0035432	ZnT63C
Q9VRX6	FBgn0024177	zpg
Q9W379	FBgn0030096	Zpr1
P12646-1	unknown ID	-
Q9VA00	FBgn0061476	Zwilch
